ID_MEMBRO	RELEVANTE	DOI	AUTORES	TITULO	NOME EVENTO	ANO	VOLUME	PAGINAS	ITEM
{2, 22}			GOMES, P. H. G.; CALIXTO, W. P.; FARIA, M. A. A.; STECANELLA, P. A. J.; ALVES, A. J.; DOMINGUES, E. G.	Waste heat recovery plant for exhaust ducts using thermoelectric generators	IEEE Congreso Chileno de Ingeniería Eléctrica, Electrónica, Tecnologías de la Información y Comunicaciones	2015		1-7		
{2, 22}		10.20906/CPS/COB-2015-2118	GOMES, P. H. G.; CALIXTO, W. P.; STECANELLA, P. A. J.; FARIA, M. A. A.; ALVES, A. J.; DOMINGUES, E. G.	Optimized exhaust duct applied in thermoelectric waste heat recovery system	23rd ABCM International Congress of Mechanical Engineering	2015		-		
{2, 22}		10.1109/chilecon.2015.7404642	MAGALHAES, A. S.; LEOVIR, C. A.; MATIAS, C. A.; SILVA, A. H. F.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Repowering of a synchronous generation plant by induction generator	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		667-7		
{2, 22, 14}		10.1109/chilecon.2015.7400437	MENITA, B. G.; DOMINGOS, J. L.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.; GARCIA, A. G. P.; FARIA, A. F.; MIGUEL, M. L. S.	Measurement and verification in energy efficiency projects involving solar water heating systems in homes of low-income families ¿ Case studies	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		585-958		
{2, 22}		10.1109/icit.2015.7125508	NETO DAYWES; DOMINGUES, E. G.; CALIXTO, W. P.; ALVES, A. J.; LIMA, R. A.	Investment risk analysis for eolic power plants in the free contracting environment	2015 IEEE International Conference on Industrial Technology (ICIT)	2015		2783-2788		
{22}		10.1109/eem.2015.7216764	NETO DAYWES; DOMINGUES, E. G.; COIMBRA, A. P.; ALMEIDA, A. T.; CALIXTO, W. P.	Investment risk analysis for photovoltaic power plant in the free contracting environment	2015 12th International Conference on the European Energy Market (EEM)	2015		1-5		
{2, 22, 14}		10.1109/cobep.2015.7420186	PIRES, T. G.; DA SILVA, C. L. B.; CALIXTO, W. P.; OLIVEIRA, D. N.; ALVES, A. J.; DOMINGUES, E. G.; DOMINGOS, J. L.; FURRIEL, G. P.	Simulation and determination of grounding grid parameters in non-symmetrical shapes	2015 IEEE 13th Brazilian Power Electronics Conference and 1st Southern Power Electronics Conference (COBEP/SPEC)	2015	1	1-1		
{2, 22}		10.1109/chilecon.2015.7400427	PIRES, T. G.; SILVA, C. L. B.; OLIVEIRA, D. N.; NERYS, J. W. L.; ALVES, A. J.; CALIXTO, W. P.	Computation of grounding grids parameter on unconventional geometry	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		523-7		
{2}			RAMOS, A. C. L.; BATISTA, A. J.; LEBORGNE, L. C.; DOMINGUES, E. G.; CALIXTO, W. P.; ALVES, A. J.	A First Approach on the Fault Impedance Impact on Voltage Sags Studies	International Conference on Renewable Energies and Power Quality (ICREPQ?15)	2015		-		
{22}			REIS, M. R. C.; ARAUJO, W. R. H.; CALIXTO, W. P.	Regulação de velocidade do motor a relutância chaveado empregando controlador fuzzy	Congresso de Matemática Aplicada e Computacional	2015		-		
{2, 22}		10.1109/chilecon.2015.7400419	REIS, M. R. C.; DE ARAUJO, W. R. H.; CALIXTO, W. P.; ALVES, A. J.	Analysis of switched reluctance motor efficiency under different speed control strategies	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		467-472		
{2}			RODRIGUES, J. M.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Technical and Economic Study to Installing a Photovoltaic System at Roof of Public Building	ICREPQ 2015	2015		-		
{2, 22, 14}		10.1109/EEEIC.2015.7165510	RODRIGUES, J. M.; ALVES, A. J.; DOMINGUES, E. G.; DOMINGOS, J. L.; ABRAO, P. J.; CALIXTO, W. P.	A photovoltaic system installed on the rooftop of a industry: A technical and economical study	2015 IEEE 15th International Conference on Environment and Electrical Engineering (EEEIC)	2015		2141-2146		
{2, 22}		10.1109/chilecon.2015.7400357	SANTOS, L.; SILVA, C.; PAIVA, J.; GOMES, V.; OLIVEIRA, S.; ALVES, A.; CALIXTO, W.	A methodology for calculation of complexity in systems: Case study	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		83-7		
{22}			SILVA, J. R. S.; GODOI, F. F. F.; PROJETA, F. A.; CALIXTO, W. P.; MIRANDA, M. C. C.	Análise da influência de sistema radicular no solo através de método de prospecção geoelétrico	XXXV Congresso Brasileiro de Ciência do Solo	2015		-		
{22}			SILVA, J. R. S.; GODOI, F. F. F.; PROJETA, F. A.; CALIXTO, W. P.; MIRANDA, M. C. C.	Análise da influência da aplicação de vinhaça no solo através de método de prospecção geoelétrico	XXXV Congresso Brasileiro de Ciência do Solo	2015		-		
{2, 22}		10.1109/chilecon.2015.7404649	SILVA, U. F.; MANOEL, I. Q.; FURRIEL, G. P.; SILVA, A. H. F.; ALVES, A. J.; CALIXTO, W. P.	Application of conformal mapping in the calculation of geological pressures	2015 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)	2015		711-7		
{2, 22}		10.1109/EEEIC.2015.7165502	STECANELLA, P. A. J.; FARIA, M. A. A.; DOMINGUES, E. G.; GOMES, P. H. G.; CALIXTO, W. P.; ALVES, A. J.	Eletricity generation using thermoelectric generator - TEG	2015 IEEE 15th International Conference on Environment and Electrical Engineering (EEEIC)	2015		2104-2108		
{18, 2, 22}			ALMEIDA, C. A.; ALVES, A. J.; DE OLIVEIRA, S. B.; ZANG, J. W.; CALIXTO, W. P.; DOMINGUES, E. G.	Study of parameters for the design of a continuous flow laboratory biogas reactor.	International Conference on Renewable Energies and Power Quality (ICREPQ 2014).	2014	1	1-		
{2, 22, 14}			ANDRADE, R. A.; DOMINGUES, E. G.; DOMINGOS, J. L.; CALIXTO, W. P.; ALVES, A. J.	Análise da Viabilidade Técnico-Econômica da Implantação de Sistema Híbrido de Geração de Energia Elétrica Solar-Biomassa em Frigoríficos de Suínos	V Congresso Brasileio de Energia Solar	2014	1	-		
{2, 22}			ARAUJO, W. R. H.; REIS, M. R. C.; GANZAROLI, C. A.; ALVES, A. J.; DOMINGUES, E. G.; BRAGANCA, F. J. P. M.; CALIXTO, W. P.	Técnicas de otimização aplicadas ao Gerador a Relutância Chaveado para Conexão a Redes Monofásicas	8º SEPOC (Seminário de Eletrônica de Potência e Controle) e o 2º SESP (Seminário de Energia e Sistemas de Potência)	2014		-		
{14}			DUARTE, S. B. R.; DOMINGOS, J. L.	Análise de Requisitos para Automação Residencial Acessível aos Surdos	IX CONNEPI Congresso Norte Nordeste de Pesquisa e Inovação	2014	1	-		
{22}			FERRAZ, R. S.; CALIXTO, W. P.	Estudo Teórico e Experimental da Impedância do Solo Frente a Aplicação de Impulsos de Corrente	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}			FILHO SILV, A. M.; GODOI, F. F. F.; PROJETA, F. A.; SILVA, C. L. B.; SILVA, J. R. S.; MIRANDA, M. C. C.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Geoprospecting applied to soil characterization	9th International Symposium AgroEnviron	2014		-		
{22}			FILHO SILV, A. M.; PEREIRA, T. M.; GODOI, F. F. F.; SILVA, J. R. S.; MONTEIRO, T. K. M.; SILVA, M. C.; ALVES, A. J.; MIRANDA, M. C. C.; SILVA, C. L. B.; CALIXTO, W. P.; NARCISO, M. G.	Identification of soil's variability through geoprospecting	9th International Symposium AgroEnviron	2014		-		
{22}			FONSECA, L. C.; DOMINGUES, E. G.; NETO PINHEI, D.; CALIXTO, W. P.	Influência das Distribuições de Probabilidade na Geração de Séries Sintéticas de Velocidade	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}		10.13140/RG.2.1.1358.9849	FURRIEL, G. P.; NASCIMENTO, R. N. C.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Controle de MIT por inversores de frequência versus controle por escorregamento em sistemas de bombeamento: Uma avaliação qualitativa	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}		10.13140/RG.2.1.4958.3440	KLAFKE, M.; SANTANA, M. L.; MAGALHAES, A. B.; FERREIRA, C. C.; SOUZA, K. S.; FILHO OLIVEIR, R. M.; TOLENTINO, R. F.; COSTA, T. C. B.; CALIXTO, W. P.	Comparação dos Tempos de Reação Simples em Relação ao Gênero e a Prática de Jogos Eletrônicos	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{2, 22}			LIMA, R. A.; PEREIRA, T. M.; ALVARENGA, B.; BARBOSA, J. L. F.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Metodologia para Determinação do Fator de Carter em três Dimensões	16º SBMO - Simpósio Brasileiro de Micro-ondas e Optoeletrônica  11º CBMag - Congresso Brasileiro de Eletromagnetismo,   MOMAG 2014	2014		-		
{2, 22}			NETO CAETA, J.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Modelo Espacial para Análise Comparativa dos Cenários da Rede de Distribuição de Energia Elétrica Utilizando Método Fuzzy C-Médias	Seminário de Eletrônica de Potência e Controle  Seminário de Energia e Sistemas de Potência	2014		-		
{22}			NETO CAETA, J.; CALIXTO, W. P.	Modelo Espacial para Análise da Rede de Distribuição de Energia Utilizando Técnicas de Classificação e os Conceitos de Redes Inteligentes	Congresso Nacional de Matemática Aplicada e Computacional	2014		-		
{2, 22}			OLIVEIRA, D. N.; CALIXTO, W. P.; ALVES, A. J.; SILVA, C. L. B.; MOTA, I. L.	Multilayer Soil Parameters Estimation Optimization Using Genetic Algorithms	International Conference on Grounding and Earthing  International Conference on Lightning Physics and Effects (GROUND'2014  6th LPE)	2014	1	1-6		
{14}			PELAGIO, P. R. F. S.; PIMENTEL, S. P.; DOMINGOS, J. L.	Estudo da Viabilidade Técnica para Implantação de Painéis Fotovoltaicos no Câmpus Goiânia do IFG	V Congresso Brasileio de Energia Solar	2014	1	-		
{14}			PELAGIO, P. R. F. S.; PIMENTEL, S. P.; DOMINGOS, J. L.	Análise da viabilidade técnica para implantação de painéis fotovoltaicos no Câmpus Goiânia do IFG	V Simpósio Brasileiro de Sistemas Elétricos	2014		-		
{22}		10.13140/RG.2.1.2467.9766	PEREIRA, T. M.; CALIXTO, W. P.	Influência da Estrutura de Concreto nos Sistemas de Aterramentos Elétricos: Simulação através do Método dos Elementos Finitos	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}		10.13140/RG.2.1.2992.2643	PIRES, T. G.; SILVA, C. L. B.; CALIXTO, W. P.	Malha de Aterramento: Cálculo de Parâmetros em Geometrias não Convencionais	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{2, 22}			RAMOS, A. C. L.; BATISTA, A. J.; LEBORGNE, R. C.; DOMINGUES, E. G.; CALIXTO, W. P.; ALVES, A. J.	A First Approach on the Impact of Distributed Generation on Voltage Sags	International Conference on Renewable Energies and Power Quality (ICREPQ 2014),	2014		-		
{18, 2, 22}			RAMOS, A. C. L.; CALIXTO, W. P.; ALVES, A. J.; DOMINGUES, E. G.; DE OLIVEIRA, S. B.; COELHO, S. T.	Proposal of Technical and Commercial Arrangements for Distributed Generation from the Use of Biogas in a Food Industry	International Conference on Renewable Energies and Power Quality (ICREPQ 2014).	2014	1	1-		
{22}			RAMOS, A. C. L.; CALIXTO, W. P.; ALVES, A. J.; DOMINGUES, E. G.; OLIVEIRA, S. B.; COELHO, S. T.	Preliminary Results on the Energetic use of Biogas Produced in a Food Industry Facility: Technical and Commercial Arrangements	22nd European Biomass Conference and Exhibition	2014		-		
{22}			REIS, M. R. C.; GANZAROLI, C. A.; ARAUJO, W. R. H.; BEZERRA, C. A. V.; ALVARENGA, B.; SILVA, W. G.; SANTANA, M. L.; MELO, O. R.; CARARO, J. A. G.; CALIXTO, W. P.	Métodos Determinísticos e Heurísticos Aplicados na Sintonia do Controlador PID	Redes Elétricas Inteligentes	2014		-		
{22}		10.13140/RG.2.1.3385.4806	SANTOS, L. E. B.; SILVA, C. A.; CALIXTO, W. P.	Aplicação da teoria de Sistema a Eventos Discretos no processo de otimização das filas em hospitais	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}		10.13140/RG.2.1.3999.8801	SILVA, A. H. F.; CALIXTO, W. P.; SILVA, U. F.; MAGALHAES, A. S.; ALVES, A. J.; DOMINGUES, E. G.	Cálculo de Capacitância em Capacitores de Placas Cilíndricas e Semicilíndricas Utilizando Transformações Conformes	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{22}		10.13140/RG.2.1.4127.8807	SILVA, C. A.; SANTOS, L. E. B.; MAGALHAES, A. S.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Simulação das filas dos elevadores do Fórum da Cidade de Goiânia utilizando o Software Arena	Congresso de Pesquisa, Ensino e Extensão	2014		-		
{8, 14}			SILVA, S. R. E.; SCHIMIDT, F.; DOMINGOS, J. L.	Dissolved Oxygen modeling using Artificial Neural Networks from data of Meia Ponte River, Goias, Brazil	The International Congress on Water, Waste and Energy Management	2014		-		
{2, 22}			ALVES, A. J.; CALIXTO, W. P.; DOMINGUES, E. G.; BARBOSA, J. L. F.; ALVARENGA, B.	Pump Speed Control in Center Pivot Irrigation System - A Perspective of Rationalization and Quality of Energy	13th Spanish Portuguese Conference on Electrical Engineering (XIII CHLIE)	2013	1	1-6		
{2, 22}		10.1109/EEEIC-2.2013.6737911	ARAUJO, W. R. H.; GANZAROLI, C. A.; CALIXTO, W. P.; ALVES, A. J.; VIAJANTE, G. P.; REIS, M. R. C.; SILVEIRA, A. F. V.	Firing angles optimization for Switched Reluctance Generator using Genetic Algorithms	2013 13th International Conference on Environment and Electrical Engineering (EEEIC)	2013		217-		
{2, 22}			BARBOSA, J. L. F.; CALIXTO, W. P.; BRITO, L. C.; ALVES, A. J.; MARRA, E. G.; COIMBRA, A. P.	Secondary Lens Optimization for LED Lamps	13th Spanish Portuguese Conference on Electrical Engineering (XIII CHLIE)	2013		-		
{22}		10.13140/RG.2.1.3456.1369	FILHO SILV, A. M.; ALVES, A. J.; MIRANDA, M. C. C.; CALIXTO, W. P.	Geoprospecção Aplicada a Caracterização do Solo	X Congresso de pesquisa, ensino e extensão - CONPEEX	2013		-		
{22}			MARQUES, L. G.; YAMANAKA, K.; CALIXTO, W. P.	Implementação Paralela de Programação Genética e sua Aplicação em Regressão Simbólica	IV Escola Regional de Informática da Sociedade Brasileira de Computação	2013		43-48		
{2, 22}		10.1109/EEEIC-2.2013.6737912	REIS, M. R. C.; ALVARENGA, B.; DA SILVA, W. G.; GANZAROLI, C. A.; CALIXTO, W. P.; DE ARAUJO, W. R. H.; ALVES, A. J.; DOMINGUES, E. G.	Heuristic and deterministic strategies applied on a PID controller tuning for speed control of a DC motor	2013 13th International Conference on Environment and Electrical Engineering (EEEIC)	2013		223-		
{22}		10.13140/RG.2.1.2730.1202	REIS, M. R. C.; GANZAROLI, C. A.; ARAUJO, W. R. H.; MELO, O. R.; CARARO, J. A. G.; SANTANA, M. L.; ALVARENGA, B. P.; SILVA, W. G.; CALIXTO, W. P.	Estratégias Determinística e Heurística para a Sintonia do Controlador PID aplicado ao Controle de Velocidade da Máquina de Corrente Contínua	X Congresso de pesquisa, ensino e extensão - CONPEEX	2013		-		
{22}		10.13140/RG.2.1.3647.6245	SILVA, C. A.; SANTOS, L. E. B.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Simulação e Otimização das filas nos elevadores do Fórum da cidade de Goiânia aplicando a teoria de Sistema a Eventos Discretos	X Congresso de pesquisa, ensino e extensão - CONPEEX	2013		-		
{18}			VEIGA, E. M. A.; SACK, S.; ZANG, J. W.; FONSECAZANG, W. A.; LEANDRO, W. M.; OLIVEIRA, S. B.	BIOCHAR OBTIDO NA CARBONIZAÇÃO HIDROTERMAL DE TORTA DE FILTRO DO SETOR SUCROALCOOLEIRO NA PRODUTIVIDADE DA ALFACE LISA EM SISTEMA DE CULTIVO ORGÂNICO	II Região Oeste Ciência solo	2013	1	1-4		
{2, 22}			ALVES, A. J.; CALIXTO, W. P.; DOMINGUES, E. G.; NETO MARTI, L.; ALVARENGA, B.	Determinação das Indutâncias da Máquina Síncrona de Pólos Salientes em Variáveis de Fase	MOMAG 2012 - 15º SBMO ? Simpósio Brasileiro de Micro-ondas e Optoeletrônica e o 10º CBMag ? Congresso Brasileiro de Eletromagnetismo	2012		-		
{22}		10.13140/RG.2.1.2817.1602	BARBOSA, J. L. F.; FILHO SILV, A. M.; CALIXTO, W. P.; BRITO, L. C.; ALVES, A. J.; COIMBRA, A. P.	Otimização da Lente Secundária para Lâmpadas de LED.	IX Congresso de Pesquisa Ensino e Extensão - IX CONPEEX	2012		-		
{2}			CALIXTO, W. P.; ALVARENGA, B.; BRITO, L. C.; ALVES, A. J.; SILVA, F.; NETO MARTI, L.; SOARES, M. G.	Methodology for tridimensional geolectrical prospection	IV Simpósio brasileiro de sistemas elétricos	2012		-		
{12}			FONSECA, Y. V. P.; XAVIER, I. O.; ZANG, J. W.; SANTIAGO, M. F.; SANTIAGO, E. V.	ANÁLISE DE HORMÔNIOS SEXUAIS SINTÉTICOS NO RIO MEIA PONTE EM GOIÂNIA, GOIÁS	XV Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental	2012		-		
